timestamp,input_id,cpu_raw_before,cpu_ema_before,mem_raw_before,mem_ema_before,temp_before,cpu_raw_after,cpu_ema_after,mem_raw_after,mem_ema_after,temp_after,chosen_action,model_used,predicted_class,label,confidence,latency_ms,ground_truth,reward
1783836379.6386974,24,50.0,44.135616812450124,42.4,42.240186508453036,48.85,43.1,43.82493176871509,42.4,42.28813055591712,48.85,0,fp32,884,vault,0.1841,18.45,church,-0.1845
1783836382.9328802,25,41.7,43.18745223810056,42.8,42.44169138914198,48.85,47.2,44.391216566670394,42.8,42.54918397239938,48.85,0,fp32,729,plate rack,0.1872,16.98,French horn,-0.1698
1783836386.227549,26,44.4,44.39385159666927,42.7,42.594428780679564,48.85,42.6,43.85569611766849,42.8,42.656100146475694,48.85,0,fp32,691,oxygen mask,0.1954,14.32,French horn,-0.1432
1783836389.540064,27,42.9,43.568987282367935,42.7,42.669270102532984,48.85,43.9,43.66829109765755,42.6,42.648489071773085,48.85,0,fp32,566,French horn,0.9461,23.0,French horn,0.77
1783836392.8434203,28,42.7,43.37780376836029,42.7,42.66394235024116,48.85,40.2,42.4244626378522,42.6,42.644759645168804,48.85,0,fp32,875,trombone,0.2696,20.31,French horn,-0.2031
1783836396.150798,29,47.5,43.94712384649654,42.8,42.69133175161816,48.85,47.7,45.07298669254757,42.7,42.69393222613271,48.85,0,fp32,513,cornet,0.2775,24.18,French horn,-0.24180000000000001
1783836399.4628968,30,52.0,47.1510906847833,42.1,42.515752558292895,48.85,50.3,48.09576347934831,42.1,42.39102679080503,48.85,1,int8,867,trailer truck,0.707,21.04,garbage truck,-0.2104
1783836402.77409,31,49.2,48.42703443554381,42.5,42.42371875356352,48.85,48.0,48.29892410488066,42.5,42.44660312749446,48.85,1,int8,569,garbage truck,0.7227,18.54,garbage truck,0.8146
1783836406.0763733,32,49.5,48.659246873416464,42.5,42.46262218924612,48.85,49.5,48.911472811391526,42.6,42.50383553247228,48.85,1,int8,675,moving van,0.5586,16.37,garbage truck,-0.1637
1783836409.3882928,33,49.5,49.08803096797407,42.6,42.53268487273059,48.85,48.7,48.971621677581844,42.6,42.55287941091141,48.85,1,int8,569,garbage truck,0.625,19.15,garbage truck,0.8085
1783836412.6965806,34,49.0,48.98013517430729,42.5,42.53701558763798,48.85,48.2,48.7460946220151,42.6,42.55591091134659,48.85,1,int8,867,trailer truck,0.5859,15.58,garbage truck,-0.1558
1783836415.9998062,35,49.0,48.82226623541057,42.7,42.59913763794261,48.85,50.5,49.32558636478739,42.8,42.659396346559824,48.85,1,int8,480,cash machine,0.4414,19.58,gas pump,-0.19579999999999997
1783836419.3079698,36,49.2,49.28791045535117,42.8,42.70157744259187,48.85,49.5,49.35153731874581,42.8,42.731104209814305,48.85,1,int8,856,thresher,0.1953,20.41,gas pump,-0.2041
1783836422.6007926,37,48.5,49.09607612312206,42.1,42.54177294687001,48.85,47.7,48.67725328618544,42.1,42.40924106280901,48.85,1,int8,424,barbershop,0.2617,21.62,gas pump,-0.2162
1783836425.8999,38,43.7,47.184077300329804,41.8,42.22646874396631,48.85,44.5,46.37885411023086,41.9,42.12852812077641,48.85,1,int8,860,tobacco shop,0.2148,16.89,gas pump,-0.16890000000000002
1783836429.2069385,39,50.0,47.4651978771616,42.5,42.23996968454348,48.85,48.0,47.62563851401312,42.5,42.317978779180436,48.85,0,fp32,453,bookcase,0.2548,26.26,gas pump,-0.2626
1783836432.515797,40,48.0,47.73794695980918,42.8,42.4625851454263,48.85,47.5,47.666562871866425,42.8,42.56380960179841,48.85,0,fp32,772,safety pin,0.2579,28.02,golf ball,-0.2802
1783836435.8265736,41,44.7,46.776594010306496,41.6,42.27466672125888,48.85,42.2,45.40361580721455,41.7,42.10226670488122,48.85,1,int8,574,golf ball,0.2266,20.19,golf ball,0.7981
1783836439.1380634,42,48.2,46.24253106505019,41.7,41.98158669341685,48.85,48.2,46.82977174553513,41.7,41.897110685391795,48.85,1,int8,574,golf ball,0.9648,19.39,golf ball,0.8061
1783836442.4396427,43,50.0,47.78084022187459,42.2,41.98797747977426,48.85,48.5,47.99658815531221,42.2,42.05158423584198,48.85,1,int8,574,golf ball,0.7109,22.44,golf ball,0.7756
1783836445.7483294,44,43.2,46.55761170871855,42.1,42.066108965089384,48.85,47.8,46.93032819610298,42.1,42.07627627556257,48.85,1,int8,574,golf ball,0.8516,19.93,golf ball,0.8007
1783836449.0610547,45,41.4,45.27122973727209,42.1,42.0833933928938,48.85,44.7,45.099860816090455,42.1,42.088375375025656,48.85,1,int8,701,parachute,0.6211,19.79,parachute,0.8021
1783836452.3656256,46,43.4,44.589902571263316,41.9,42.03186276251795,48.85,47.5,45.462931799884316,41.9,41.992303933762564,48.85,1,int8,403,aircraft carrier,0.1797,21.2,parachute,-0.212
1783836455.6691544,47,42.6,44.604052259919015,42.0,41.994612753633795,48.85,48.5,45.77283658194331,42.0,41.996228927543655,48.85,1,int8,701,parachute,0.9727,20.02,parachute,0.7998000000000001
1783836458.9815927,48,40.9,44.31098560736031,41.9,41.96736024928055,48.85,42.9,43.887689925152216,41.9,41.94715217449638,48.85,1,int8,701,parachute,0.918,19.43,parachute,0.8057
1783836462.2946641,49,42.9,43.59138294760655,41.7,41.87300652214746,48.85,43.4,43.53396806332458,41.7,41.82110456550322,48.85,1,int8,879,umbrella,0.4453,20.19,parachute,-0.20190000000000002
1783836465.5960653,50,43.1,43.40377764432721,41.9,41.84477319585225,48.85,42.6,43.162644351029044,41.9,41.86134123709657,48.85,1,int8,0,tench,0.7852,24.26,tench,0.7574
1783836468.8852565,51,40.5,42.36385104572033,41.8,41.8429388659676,48.85,48.0,44.05469573200423,41.8,41.830057206177315,48.85,1,int8,0,tench,0.7617,20.86,tench,0.7914
1783836472.1904876,52,45.2,44.39828701240296,41.5,41.73104004432412,48.85,42.7,43.88880090868207,41.5,41.66172803102688,48.85,1,int8,0,tench,0.8984,20.29,tench,0.7971
1783836475.4955022,53,42.9,43.592160636077445,41.5,41.613209621718816,48.85,43.7,43.62451244525421,41.5,41.57924673520317,48.85,1,int8,0,tench,0.9531,20.47,tench,0.7953
1783836478.800323,54,42.4,43.257158711677945,41.4,41.52547271464222,48.85,40.2,42.34001109817456,41.4,41.48783090024955,48.85,1,int8,0,tench,0.8984,21.14,tench,0.7886
1783836482.0892713,55,7.6,31.918007768722187,41.2,41.401481630174686,48.85,9.2,25.102605438105527,41.3,41.37103714112228,48.85,1,int8,217,English springer,0.4062,6.28,English springer,0.9372
1783836485.3852339,56,3.0,18.471823806673868,41.1,41.28972599878559,48.85,2.5,13.680276664671707,41.1,41.232808199149915,48.85,0,fp32,217,English springer,0.3843,10.15,English springer,0.8985
1783836488.6853218,57,2.5,10.326193665270194,40.9,41.13296573940494,48.85,1.5,7.678335565689136,40.9,41.063076017583455,48.85,0,fp32,217,English springer,0.0751,9.08,English springer,0.9092
1783836491.985889,58,2.0,5.9748348959823945,40.9,41.014153212308415,48.85,4.6,5.562384427187676,40.9,40.97990724861589,48.85,0,fp32,215,Brittany spaniel,0.1431,8.64,English springer,-0.0864
1783836495.2862637,59,13.1,7.823669099031372,41.2,41.04593507403112,48.85,3.6,6.55656836932196,41.2,41.092154551821785,48.85,0,fp32,217,English springer,0.5382,8.47,English springer,0.9153
1783836498.5915606,60,3.0,5.4895978585253715,41.4,41.184508186275245,48.85,6.5,5.7927185009677595,41.4,41.24915573039267,48.85,0,fp32,482,cassette player,0.5997,10.52,cassette player,0.8948
1783836501.8883295,61,1.0,4.354902950677431,41.4,41.294409011274865,48.85,2.5,3.7984320654742016,41.4,41.3260863078924,48.85,0,fp32,848,tape player,0.7176,9.45,cassette player,-0.0945
1783836505.189095,62,3.5,3.7089024458319413,41.4,41.34826041552468,48.85,2.0,3.196231712082359,41.3,41.33378229086727,48.85,0,fp32,482,cassette player,0.5429,8.59,cassette player,0.9141
1783836508.487551,63,4.1,3.467362198457651,41.3,41.323647603607085,48.85,3.0,3.3271535389203555,41.2,41.28655332252496,48.85,0,fp32,482,cassette player,0.1619,10.81,cassette player,0.8919
1783836511.7890618,64,3.6,3.409007477244249,41.1,41.230587325767466,48.85,1.5,2.8363052340709745,41.1,41.191411128037224,48.85,0,fp32,818,spotlight,0.4148,8.32,cassette player,-0.08320000000000001
1783836515.0870974,65,3.0,2.8854136638496817,41.1,41.163987789626056,48.85,3.0,2.919789564694777,41.1,41.14479145273824,48.85,0,fp32,795,ski,0.2617,7.61,chain saw,-0.0761
1783836518.375894,66,3.0,2.9438526952863437,41.1,41.13135401691677,48.85,3.0,2.9606968867004406,41.1,41.121947811841736,48.85,0,fp32,491,chain saw,0.7581,7.62,chain saw,0.9238
1783836521.6787632,67,5.5,3.7224878206903083,41.1,41.11536346828921,48.85,2.0,3.2057414744832156,41.1,41.11075442780245,48.85,0,fp32,802,snowmobile,0.0861,11.34,chain saw,-0.1134
1783836524.9745703,68,2.0,2.844019032138251,41.1,41.10752809946171,49.85,3.0,2.8908133224967756,41.1,41.1052696696232,49.85,0,fp32,491,chain saw,0.6289,6.86,chain saw,0.9314
1783836528.2653675,69,4.0,3.223569325747743,41.2,41.133688768736235,49.85,3.6,3.33649852802342,41.2,41.15358213811536,49.85,0,fp32,491,chain saw,0.3559,9.22,chain saw,0.9077999999999999
1783836531.5473726,70,8.7,4.945548969616393,41.2,41.16750749668075,49.85,8.6,6.041884278731475,41.3,41.20725524767652,49.85,0,fp32,554,fireboat,0.1381,6.9,church,-0.069
1783836534.8342462,71,3.6,5.309318995112032,41.2,41.20507867337356,49.85,4.1,4.946523296578422,41.2,41.20355507136149,49.85,0,fp32,663,monastery,0.3477,8.16,church,-0.0816
1783836538.1176314,72,6.1,5.292566307604895,41.4,41.26248854995304,49.85,6.6,5.684796415323426,41.4,41.303741984967125,49.85,0,fp32,497,church,0.518,7.08,church,0.9292
1783836541.4081132,73,5.6,5.659357490726398,42.0,41.51261938947699,49.85,5.1,5.491550243508478,42.0,41.65883357263389,49.85,0,fp32,406,altar,0.7162,8.29,church,-0.08289999999999999
1783836544.6988301,74,5.6,5.524085170455934,41.6,41.641183500843724,49.85,4.0,5.066859619319153,41.6,41.6288284505906,49.85,0,fp32,884,vault,0.1841,10.8,church,-0.10800000000000001
1783836548.0037034,75,1.5,3.996801733523407,41.4,41.56017991541342,49.85,3.6,3.8777612134663846,41.4,41.512125940789396,49.85,0,fp32,729,plate rack,0.1872,8.57,French horn,-0.0857
1783836551.3070884,76,4.0,3.9144328494264693,41.3,41.44848815855257,49.85,6.1,4.570102994598528,41.3,41.4039417109868,49.85,0,fp32,691,oxygen mask,0.1954,11.24,French horn,-0.1124
1783836554.6106222,77,4.5,4.5490720962189695,41.2,41.34275919769076,49.85,3.5,4.234350467353279,41.2,41.29993143838353,49.85,0,fp32,566,French horn,0.9461,14.91,French horn,0.8509
1783836557.9109259,78,1.5,3.414045327147295,41.2,41.26995200686847,49.85,5.5,4.039831729003106,41.2,41.24896640480793,49.85,0,fp32,875,trombone,0.2696,6.99,French horn,-0.0699
1783836561.210555,79,3.0,3.727882210302174,41.1,41.20427648336555,49.85,3.5,3.6595175472115216,41.1,41.17299353835588,49.85,0,fp32,513,cornet,0.2775,9.96,French horn,-0.09960000000000001
1783836564.5070596,80,3.0,3.461662283048065,41.1,41.151095476849115,49.85,2.0,3.0231635981336455,41.1,41.13576683379438,49.85,0,fp32,867,trailer truck,0.5809,7.85,garbage truck,-0.0785
1783836567.8147857,81,2.5,2.866214518693552,41.1,41.125036783656064,49.85,2.0,2.6063501630854864,41.1,41.117525748559245,49.85,0,fp32,569,garbage truck,0.72,9.47,garbage truck,0.9053
1783836571.0982618,82,3.0,2.72444511415984,41.1,41.11226802399147,49.85,2.5,2.657111579911888,41.1,41.108587616794026,49.85,0,fp32,675,moving van,0.513,8.07,garbage truck,-0.08070000000000001
1783836574.3907447,83,7.1,3.989978105938321,41.4,41.19601133175581,49.85,5.6,4.472984674156825,41.4,41.257207932229065,49.85,0,fp32,569,garbage truck,0.7944,8.79,garbage truck,0.9121
1783836577.6810465,84,6.6,5.111089271909777,41.4,41.30004555256034,49.85,4.5,4.9277624903368435,41.4,41.330031886792234,49.85,0,fp32,867,trailer truck,0.3995,7.8,garbage truck,-0.078
1783836580.9690106,85,43.4,16.46943374323579,42.9,41.80102232075456,49.85,44.7,24.938603620265052,42.8,42.10071562452819,49.85,0,fp32,571,gas pump,0.4306,22.68,gas pump,0.7732
1783836584.2728643,86,45.2,31.017022534185536,43.1,42.40050093716973,49.85,43.4,34.73191577392987,43.1,42.61035065601881,49.85,1,int8,856,thresher,0.1953,18.58,gas pump,-0.1858
1783836587.572144,87,44.7,37.72234104175091,42.6,42.60724545921316,49.85,44.0,39.60563872922563,42.6,42.60507182144921,49.85,1,int8,424,barbershop,0.2617,19.32,gas pump,-0.1932
1783836590.8741238,88,41.2,40.08394711045794,42.3,42.513550275014445,49.85,42.4,40.778762977320554,42.3,42.44948519251011,49.85,1,int8,860,tobacco shop,0.2148,18.66,gas pump,-0.18660000000000002
1783836594.1774244,89,42.0,41.145134084124386,42.0,42.31463963475707,49.85,42.0,41.40159385888707,42.0,42.220247744329946,49.85,1,int8,453,bookcase,0.2695,19.75,gas pump,-0.1975
1783836597.4797847,90,42.0,41.581115701220945,42.0,42.15417342103096,49.85,42.2,41.766780990854656,42.0,42.10792139472167,49.85,1,int8,772,safety pin,0.2422,19.64,golf ball,-0.19640000000000002
1783836600.766502,91,41.5,41.68674669359825,41.6,41.95554497630517,49.85,42.0,41.780722685518775,41.6,41.84888148341362,49.85,1,int8,574,golf ball,0.2266,10.94,golf ball,0.8906000000000001
1783836604.07316,92,41.2,41.60650587986314,41.6,41.77421703838954,49.85,41.7,41.634554115904194,41.6,41.72195192687268,49.85,0,fp32,574,golf ball,0.9775,24.49,golf ball,0.7551
1783836607.3756332,93,42.6,41.92418788113293,41.7,41.715366348810875,49.85,42.9,42.216931516793046,41.7,41.71075644416761,49.85,0,fp32,574,golf ball,0.604,24.13,golf ball,0.7587
1783836610.668027,94,47.2,43.71185206175513,41.6,41.677529510917324,49.85,41.3,42.98829644322859,41.6,41.65427065764213,49.85,1,int8,574,golf ball,0.8516,20.7,golf ball,0.793
1783836613.9712217,95,41.3,42.48180751026001,41.6,41.63798946034949,49.85,42.1,42.367265257182005,41.6,41.626592622244644,49.85,1,int8,701,parachute,0.6211,19.72,parachute,0.8028
1783836617.26948,96,41.2,42.0170856800274,41.7,41.64861483557125,49.85,41.7,41.921959976019174,41.7,41.664030384899874,49.85,1,int8,403,aircraft carrier,0.1797,20.72,parachute,-0.2072
1783836620.5548522,97,42.0,41.94537198321342,41.7,41.67482126942991,49.85,46.7,43.37176038824939,41.7,41.68237488860094,49.85,1,int8,701,parachute,0.9727,19.77,parachute,0.8023
1783836623.8350782,98,40.7,42.57023227177457,41.6,41.65766242202066,49.85,40.5,41.949162590242196,41.7,41.67036369541446,49.85,1,int8,701,parachute,0.918,9.21,parachute,0.9078999999999999
1783836627.1345582,99,45.0,42.864413813169534,41.6,41.64925458679012,49.85,42.3,42.695089669218675,41.6,41.63447821075309,49.85,0,fp32,701,parachute,0.4111,23.59,parachute,0.7641
1783836630.4420605,100,41.7,42.39656276845307,41.5,41.59413474752716,49.85,42.3,42.36759393791715,41.5,41.565894323269006,49.85,0,fp32,0,tench,0.762,25.73,tench,0.7426999999999999
1783836633.7443535,101,41.5,42.107315756542,41.6,41.57612602628831,49.85,40.3,41.565121029579394,41.6,41.58328821840181,49.85,1,int8,0,tench,0.7617,18.51,tench,0.8149
1783836637.0478532,102,44.5,42.445584720705575,41.6,41.588301752881264,49.85,44.0,42.9119093044939,41.6,41.59181122701688,49.85,1,int8,0,tench,0.8984,20.07,tench,0.7993
1783836640.3535104,103,42.3,42.72833651314573,41.6,41.59426785891182,49.85,41.7,42.419835559202006,41.6,41.59598750123827,49.85,0,fp32,0,tench,0.9557,23.24,tench,0.7676000000000001
1783836643.66014,104,41.7,42.203884891441405,41.6,41.597191250866786,49.85,41.3,41.93271942400898,41.6,41.598033875606745,49.85,0,fp32,0,tench,0.8085,23.67,tench,0.7633
1783836646.9649339,105,40.2,41.41290359680628,41.6,41.59862371292472,49.85,47.5,43.23903251776439,41.6,41.5990365990473,49.85,0,fp32,217,English springer,0.2901,23.17,English springer,0.7683
1783836650.26803,106,41.5,42.717322762435074,41.6,41.599325619333115,49.85,41.2,42.26212593370455,41.6,41.59952793353318,49.85,0,fp32,217,English springer,0.3843,23.5,English springer,0.765
1783836653.5757043,107,43.8,42.72348815359318,41.7,41.62966955347323,49.85,42.2,42.566441707515224,41.7,41.65076868743126,49.85,0,fp32,217,English springer,0.0751,25.18,English springer,0.7482
1783836656.8829367,108,44.7,43.20650919526065,41.8,41.695538081201875,49.85,46.5,44.194556436682454,41.8,41.72687665684131,49.85,0,fp32,215,Brittany spaniel,0.1431,24.95,English springer,-0.2495
1783836660.1835914,109,64.8,50.376189505677715,42.6,41.98881365978892,49.85,41.5,47.71333265397439,42.6,42.172169561852236,49.85,1,int8,217,English springer,0.5234,17.46,English springer,0.8254
1783836663.4785304,110,46.2,47.25933285778207,42.2,42.18051869329656,49.85,44.2,46.34153300044745,42.2,42.18636308530759,49.85,1,int8,482,cassette player,0.5977,20.37,cassette player,0.7963
1783836666.7870667,111,46.2,46.29907310031321,42.6,42.31045415971531,49.85,43.7,45.519351170219245,42.6,42.39731791180072,49.85,0,fp32,848,tape player,0.7176,25.41,cassette player,-0.2541
1783836670.09316,112,41.2,44.22354581915347,42.1,42.308122538260506,49.85,41.5,43.40648207340743,42.1,42.24568577678235,49.85,0,fp32,482,cassette player,0.5429,25.66,cassette player,0.7434000000000001
1783836673.3988125,113,41.4,42.8045374513852,42.2,42.23198004374764,49.85,42.0,42.56317621596964,42.2,42.22238603062335,49.85,0,fp32,482,cassette player,0.1619,23.94,cassette player,0.7605999999999999
1783836676.7056038,114,42.9,42.66422335117875,42.1,42.18567022143634,49.85,41.0,42.16495634582512,42.1,42.159969155005435,49.85,0,fp32,818,spotlight,0.4148,25.34,cassette player,-0.2534
1783836680.0097308,115,40.5,41.66546944207758,42.0,42.1119784085038,49.85,41.7,41.67582860945431,42.0,42.07838488595266,49.85,0,fp32,795,ski,0.2617,24.33,chain saw,-0.2433
1783836683.303991,116,42.7,41.98308002661801,42.0,42.05486942016686,49.85,41.8,41.928156018632606,42.0,42.0384085941168,49.85,0,fp32,491,chain saw,0.7581,24.69,chain saw,0.7531
1783836686.6105387,117,42.5,42.09970921304282,42.0,42.02688601588176,49.85,43.2,42.429796449129974,42.1,42.04882021111723,49.85,0,fp32,802,snowmobile,0.0861,24.96,chain saw,-0.24960000000000002
1783836689.910986,118,40.5,41.85085751439098,41.9,42.00417414778206,49.85,41.7,41.80560026007368,42.0,42.00292190344744,49.85,1,int8,491,chain saw,0.5508,19.61,chain saw,0.8039000000000001
1783836693.2091067,119,43.3,42.25392018205157,42.0,42.0020453324132,49.85,41.9,42.1477441274361,41.9,41.97143173268924,49.85,1,int8,491,chain saw,0.3203,18.68,chain saw,0.8132
1783836696.514835,120,41.7,42.013420889205264,41.8,41.920002212882466,49.85,41.7,41.91939462244368,41.8,41.884001549017725,49.85,0,fp32,554,fireboat,0.1381,27.12,church,-0.2712
1783836699.8075259,121,41.8,41.88357623571058,41.8,41.858801084312404,49.85,40.7,41.528503364997405,41.8,41.84116075901868,49.85,0,fp32,663,monastery,0.3477,20.13,church,-0.2013
1783836703.1056702,122,42.2,41.729952355498185,41.9,41.85881253131307,49.85,41.4,41.63096664884873,42.0,41.901168771919146,49.85,1,int8,497,church,0.5547,19.03,church,0.8097
1783836706.4071846,123,41.7,41.651676654194105,41.7,41.8408181403434,49.85,41.5,41.60617365793587,41.8,41.82857269824038,49.85,1,int8,406,altar,0.6016,19.21,church,-0.19210000000000002
1783836709.7096274,124,44.2,42.38432156055511,41.9,41.850000888768264,49.85,46.7,43.67902509238857,41.8,41.835000622137784,49.85,1,int8,687,organ,0.2422,19.21,church,-0.19210000000000002
1783836713.0099003,125,1.5,31.025317564671997,41.7,41.794500435496445,49.85,6.6,23.6977222952704,41.7,41.76615030484751,49.85,0,fp32,729,plate rack,0.1872,9.7,French horn,-0.09699999999999999
1783836716.3152518,126,2.5,17.338405606689278,41.5,41.686305213393254,49.85,3.0,13.036883924682494,41.5,41.63041364937527,49.85,0,fp32,691,oxygen mask,0.1954,12.31,French horn,-0.1231
1783836719.6199818,127,3.0,10.025818747277745,41.4,41.561289554562684,49.85,2.5,7.768073123094421,41.4,41.512902688193876,49.85,0,fp32,566,French horn,0.9461,11.95,French horn,0.8805000000000001
1783836722.9245377,128,1.5,5.887651186166095,41.4,41.47903188173571,49.85,3.0,5.021355830316265,41.5,41.485322317214994,49.85,0,fp32,875,trombone,0.2696,8.49,French horn,-0.0849
1783836726.2256231,129,3.0,4.414949081221385,41.4,41.45972562205049,49.85,2.0,3.6904643568549695,41.4,41.44180793543534,49.85,0,fp32,513,cornet,0.2775,7.47,French horn,-0.0747
1783836729.527963,130,3.0,3.4833250497984785,41.6,41.48926555480474,49.85,2.5,3.1883275348589346,41.6,41.52248588836332,49.85,0,fp32,867,trailer truck,0.5809,11.53,garbage truck,-0.1153
1783836732.831331,131,1.5,2.681829274401254,41.7,41.575740121854324,49.85,0.5,2.027280492080878,41.7,41.61301808529802,49.85,0,fp32,569,garbage truck,0.72,8.12,garbage truck,0.9188000000000001
1783836736.1327326,132,4.5,2.7690963444566146,41.3,41.51911265970861,49.85,3.0,2.83836744111963,41.3,41.453378861796025,49.85,0,fp32,675,moving van,0.513,10.11,garbage truck,-0.1011
1783836739.4326587,133,3.0,2.8868572087837405,41.3,41.407365203257214,49.85,2.0,2.6208000461486183,41.3,41.37515564228005,49.85,0,fp32,569,garbage truck,0.7944,7.9,garbage truck,0.921
1783836742.734473,134,2.5,2.584560032304033,41.2,41.32260894959603,49.85,1.5,2.259192022612823,41.2,41.28582626471722,49.85,0,fp32,867,trailer truck,0.3995,8.54,garbage truck,-0.08539999999999999
1783836746.039743,135,1.0,1.881434415828976,41.2,41.26007838530205,49.85,3.0,2.217004091080283,41.2,41.24205486971144,49.85,0,fp32,571,gas pump,0.4306,11.43,gas pump,0.8857
1783836749.338308,136,2.5,2.3019028637561982,41.2,41.229438408798,49.85,2.5,2.3613320046293387,41.2,41.2206068861586,49.85,0,fp32,856,thresher,0.188,9.3,gas pump,-0.09300000000000001
1783836752.640356,137,2.5,2.402932403240537,41.2,41.21442482031102,49.85,2.0,2.2820526822683758,41.2,41.21009737421771,49.85,0,fp32,706,patio,0.2122,7.92,gas pump,-0.0792
1783836755.9417737,138,1.5,2.047436877587863,41.2,41.2070681619524,49.85,3.0,2.333205814311504,41.2,41.20494771336668,49.85,0,fp32,571,gas pump,0.2132,7.65,gas pump,0.9235
